,Unnamed: 0,Uber Type,Origin Region,Destination Region,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude,Journey Distance(m),Departure Date,Departure Time,Travel Time(s),Arrival Time,Fare$
0,ID3133406343,1.0,3,2,-37.824062,144.9848639,-37.8259525,144.9526352,3416.0,2018-04-06,11:27:06,863.2800000000003,11:41:29,7.32
1,ID1253659061,0.0,6,7,-37.7874421,144.9804091,-37.8618349,144.90571599999998,11630.0,2018-05-28,11:51:33,3697.0200000000013,12:53:10,8.53
2,ID1691043777,0.0,8,9,-37.8158343,145.04645,-38.1109156,144.65417250000002,51032.0,2018-02-21,03:44:52,12681.059999999998,7:16:13,29.93
3,ID3252951283,1.0,2,8,-37.8135787,144.937065,-37.8158343,145.04645,10062.0,2018-01-24,08:16:58,2833.62,9:04:11,17.4
4,ID1471443835,0.0,6,5,-37.7738026,144.98364660000001,-37.8045416,144.91940290000002,11487.0,2018-07-18,10:51:55,3148.200000000001,11:44:23,7.41
5,ID1782555415,0.0,1,4,-37.8150467,144.9601595,-37.808776200000004,145.0086454,4902.0,2018-06-05,19:19:57,1197.48,19:39:54,7.93
6,ID3401506068,1.0,8,9,-37.8158343,145.04645,-38.1109156,144.65417250000002,51032.0,2018-05-17,01:25:40,12681.059999999998,4:57:01,73.45
7,ID3144390471,1.0,9,2,-38.1109156,144.65417250000002,-37.8134727,144.9375948,42799.0,2018-01-11,01:07:06,10253.699999999997,3:57:59,62.61
8,ID3990665189,1.0,2,7,-37.8148527,144.93765349999998,-37.8618349,144.90571599999998,10360.0,2018-03-19,16:12:26,3395.46,17:09:01,23.46
9,ID1538609327,0.0,6,1,-37.7907967,144.985865,-37.8051455,144.9723293,2610.0,2018-07-13,21:46:02,808.6800000000004,21:59:30,13.02
10,ID5615562701,2.0,1,9,-37.813362700000006,144.9416517,-38.1109156,144.65417250000002,42211.0,2018-04-05,06:16:20,10117.62,9:04:57,913.83
11,ID1356340052,0.0,7,8,-37.8618349,144.90571599999998,-37.8158343,145.04645,15151.0,2018-06-01,22:02:41,4911.5999999999985,23:24:32,16.56
12,ID1300814591,0.0,1,6,-37.8165074,144.9685455,-37.7907967,144.985865,3841.0,2018-02-09,08:57:50,1055.82,9:15:25,7.09
13,ID1353405025,0.0,8,1,-37.807202000000004,145.0266373,-37.8160369,144.9684751,6153.0,2018-04-26,18:57:32,1519.02,19:22:51,8.42
14,ID5327118543,2.0,3,4,-37.821979999999996,145.00276369999997,-37.807394200000005,144.9986816,2096.0,2018-06-22,16:11:23,490.68000000000006,16:19:33,64.9
15,ID1889980420,0.0,2,3,-37.8155778,144.9388428,-37.8224033,144.99051469999998,5448.0,2018-07-07,07:05:36,1417.1399999999994,7:29:13,11.11
16,ID1812128085,0.0,5,4,-37.8151669,144.9275206,-37.8021789,145.01466010000001,9521.0,2018-01-05,10:48:19,2538.120000000001,11:30:37,5.89
17,ID1272083123,0.0,1,8,-37.817031,144.9520465,-37.8158343,145.04645,10209.0,2018-03-03,00:29:58,2946.9000000000005,1:19:04,18.48
18,ID3810940080,1.0,6,8,-37.7908183,144.9857929,-37.8158343,145.04645,7471.0,2018-07-23,10:39:14,2192.7000000000007,11:15:46,13.69
19,ID1120533142,0.0,5,6,-37.799785899999996,144.9348862,-37.773845,144.9836895,7990.0,2018-07-28,02:16:54,1775.0400000000004,2:46:29,16.89
20,ID3581042855,1.0,8,1,-37.8158343,145.04645,-37.811955299999994,144.96046,7835.0,2018-01-12,05:11:12,2284.379999999999,5:49:16,24.23
21,ID1722243394,0.0,2,7,-37.8130415,144.93731110000002,-37.8618349,144.90571599999998,10571.0,2018-03-21,18:54:02,3441.0000000000005,19:51:23,10.44
22,ID3738293235,1.0,5,8,-37.809313700000004,144.93399680000002,-37.807202000000004,145.0266373,9012.0,2018-02-06,19:31:42,2289.42,20:09:51,22.35
23,ID1246350820,0.0,6,1,-37.7874325,144.9803767,-37.8062887,144.9593388,3667.0,2018-01-04,16:15:12,960.54,16:31:12,7.26
24,ID5626161397,2.0,8,1,-37.8158343,145.04645,-37.818287700000006,144.966146,7623.0,2018-02-14,20:38:18,2222.580000000001,21:15:20,219.41
25,ID1597160147,0.0,5,8,-37.815757500000004,144.92845690000001,-37.8158343,145.04645,11698.0,2018-05-09,03:32:09,3251.46,4:26:20,14.65
26,ID3523305116,1.0,3,4,-37.8161914,144.9770399,-37.8039614,145.0043169,3608.0,2018-02-27,05:12:00,894.6600000000002,5:26:54,18.95
27,ID1262146101,0.0,4,7,-37.809295,145.0017436,-37.8618349,144.90571599999998,11327.0,2018-01-18,09:49:30,3661.8,10:50:31,9.13
28,ID5533368138,2.0,6,5,-37.7908183,144.9857929,-37.801289000000004,144.9360284,8056.0,2018-04-24,16:04:57,2059.56,16:39:16,206.01
29,ID3816112406,1.0,2,6,-37.8127528,144.93746069999997,-37.7874421,144.9804091,6116.0,2018-01-24,17:58:31,1555.4400000000005,18:24:26,16.81
30,ID3635600876,1.0,1,3,-37.8151374,144.94033869999998,-37.8164931,144.9860201,4661.0,2018-06-24,11:53:18,1131.0000000000005,12:12:09,14.05
31,ID1961382440,0.0,1,3,-37.8170235,144.95152009999998,-37.81866470000001,145.0003489,5259.0,2018-06-18,16:57:57,1397.6999999999996,17:21:14,8.77
32,ID5852116808,2.0,5,3,-37.8077748,144.93329450000002,-37.818726899999994,145.001466,7051.0,2018-01-03,20:01:26,1802.76,20:31:28,180.82
33,ID3192915274,1.0,3,1,-37.8197026,145.0100131,-37.808389700000006,144.9479645,6336.0,2018-01-05,17:33:45,1587.7800000000007,18:00:12,15.96
34,ID5710443131,2.0,5,4,-37.8071465,144.9336525,-37.8020363,145.00412240000003,7253.0,2018-04-19,06:24:35,1842.6599999999994,6:55:17,176.34
35,ID1698767541,0.0,6,1,-37.7907967,144.985865,-37.819404799999994,144.9716681,4828.0,2018-04-27,07:01:25,1331.2200000000007,7:23:36,4.86
36,ID5550007742,2.0,3,9,-37.819508299999995,145.0084531,-38.1109156,144.65417250000002,47532.0,2018-03-18,12:06:10,11530.86,15:18:20,1055.82
37,ID5922313400,2.0,8,9,-37.807202000000004,145.0266373,-38.1109156,144.65417250000002,49777.0,2018-04-23,06:50:54,12069.78,10:12:03,1087.92
38,ID3978243695,1.0,9,2,-38.1109156,144.65417250000002,-37.8207258,144.9415323,41600.0,2018-06-18,01:18:04,9991.259999999997,4:04:35,59.91
39,ID3495270897,1.0,1,9,-37.8100359,144.95157930000002,-38.1109156,144.65417250000002,42949.0,2018-03-16,12:49:25,10300.08,15:41:05,56.95
40,ID1115109266,0.0,1,9,-37.822548299999994,144.95459730000002,-38.1109156,144.65417250000002,42871.0,2018-06-04,09:47:05,10376.82,12:40:01,19.1
41,ID1804246174,0.0,8,2,-37.8158343,145.04645,-37.8179149,144.95056619999997,9128.0,2018-07-23,22:35:03,2499.6599999999994,23:16:42,12.14
42,ID3933659715,1.0,7,9,-37.8618349,144.90571599999998,-38.1109156,144.65417250000002,50797.0,2018-04-12,12:22:12,13173.36,16:01:45,68.16
43,ID1866856220,0.0,9,1,-38.1109156,144.65417250000002,-37.810586,144.9501666,42784.0,2018-05-20,20:01:57,10244.039999999997,22:52:41,27.6
44,ID1403324106,0.0,8,3,-37.8158343,145.04645,-37.813101,144.9738744,6830.0,2018-03-13,14:16:17,2026.020000000001,14:50:03,9.889414277515867
45,ID5797008711,2.0,3,4,-37.8237154,144.96731259999999,-37.8147977,145.0118159,4922.0,2018-07-15,05:51:51,1198.8,6:11:49,141.37
46,ID3531600787,1.0,2,3,-37.8152223,144.9448829,-37.8106542,145.0015254,5187.0,2018-01-19,19:23:21,1268.52,19:44:29,15.5
47,ID1383664948,0.0,4,8,-37.799761700000005,144.99708059999998,-37.807202000000004,145.0266373,2826.0,2018-07-04,19:27:33,750.1800000000002,19:40:03,7.36
48,ID3124506801,1.0,5,1,-37.80119570000001,144.93258380000003,-37.8039924,144.9584611,2545.0,2018-03-17,04:40:25,701.8800000000003,4:52:06,19.995292159191166
49,ID3946692987,1.0,9,7,-38.1109156,144.65417250000002,-37.8618349,144.90571599999998,50797.0,2018-01-27,02:31:20,13204.979999999996,6:11:24,74.84896087431713
50,ID5582321792,2.0,2,5,-37.818287,144.9257374,-37.7993605,144.9248132,9336.0,2018-01-02,01:25:48,2411.82,2:05:59,190.11784444460494
51,ID1846756511,0.0,4,8,-37.8002885,144.9975638,-37.807202000000004,145.0266373,2723.0,2018-06-19,00:23:35,725.46,0:35:40,12.342427032253388
52,ID3746725476,1.0,4,1,-37.802331,145.0036807,-37.810649100000006,144.9494555,5544.0,2018-05-24,15:05:47,1407.3599999999994,15:29:14,15.71
53,ID1655461921,0.0,5,4,-37.805324,144.933267,-37.808738700000006,145.0144167,7805.0,2018-05-25,09:27:29,1987.26,10:00:36,5.88
54,ID1484810851,0.0,3,2,-37.8171376,144.9856804,-37.8227174,144.9387394,4583.0,2018-05-18,19:07:44,1182.66,19:27:26,8.17
55,ID3386599432,1.0,5,9,-37.8036999,144.93220300000002,-38.1109156,144.65417250000002,43749.0,2018-06-14,14:31:21,10481.88,17:26:02,55.83346593793138
56,ID3506862452,1.0,9,8,-38.1109156,144.65417250000002,-37.8158343,145.04645,51032.0,2018-02-26,07:49:01,12681.060000000005,11:20:22,60.90217250981041
57,ID3908578235,1.0,9,6,-38.1109156,144.65417250000002,-37.773845,144.9836895,48197.0,2018-04-18,21:32:58,11495.340000000007,0:44:33,66.37
58,ID1287241455,0.0,7,8,-37.8618349,144.90571599999998,-37.8158343,145.04645,15151.0,2018-05-10,06:58:12,4911.5999999999985,8:20:03,10.26
59,ID5837807016,2.0,7,8,-37.8618349,144.90571599999998,-37.8158343,145.04645,15151.0,2018-06-09,06:42:32,4911.5999999999985,8:04:23,380.3235524664132
60,ID3476219714,1.0,2,9,-37.8262024,144.9492544,-38.1109156,144.65417250000002,43080.0,2018-02-16,10:15:48,10412.4,13:09:20,51.0874538282761
61,ID3770588550,1.0,7,5,-37.8618349,144.90571599999998,-37.8080056,144.93626799999998,10570.0,2018-07-04,11:54:24,3447.9,12:51:51,19.5625186468463
62,ID1866610495,0.0,6,8,-37.7874421,144.9804091,-37.8158343,145.04645,8357.0,2018-03-01,19:28:22,2437.38,20:08:59,10.452213388697857
63,ID5324688037,2.0,1,6,-37.799374,144.96424580000001,-37.7874421,144.9804091,2922.0,2018-01-01,00:29:38,716.8199999999998,0:41:34,71.11189050426698
64,ID3684455868,1.0,3,6,-37.824176200000004,144.98208380000003,-37.7874421,144.9804091,4739.0,2018-03-16,08:32:44,1243.98,8:53:27,10.354144282754728
65,ID5146087483,2.0,6,2,-37.7738026,144.98364660000001,-37.8182143,144.9503904,9260.0,2018-01-22,20:13:36,2814.0599999999986,21:00:30,273.54
66,ID1811345403,0.0,4,2,-37.8097157,145.01152480000002,-37.81451129999999,144.9383584,7082.0,2018-03-06,11:35:09,1760.7599999999989,12:04:29,6.6
67,ID1816280793,0.0,8,3,-37.8158343,145.04645,-37.824687299999994,144.9828852,7075.0,2018-05-14,09:06:25,2066.520000000001,9:40:51,5.73
68,ID3848198401,1.0,9,6,-38.1109156,144.65417250000002,-37.7738026,144.98364660000001,51061.0,2018-02-03,21:36:32,12952.44000000001,1:12:24,75.77
69,ID1961989551,0.0,5,9,-37.803945899999995,144.93133730000002,-38.1109156,144.65417250000002,43857.0,2018-06-03,12:27:33,10480.8,15:22:13,25.73
70,ID1346973107,0.0,5,7,-37.809074200000005,144.9316054,-37.8618349,144.90571599999998,10944.0,2018-05-04,17:25:25,3545.820000000001,18:24:30,9.89
71,ID1797497767,0.0,1,7,-37.8190395,144.9525645,-37.8618349,144.90571599999998,8605.0,2018-01-17,05:03:51,2944.92,5:52:55,15.245139709093857
72,ID3367553798,1.0,2,1,-37.8201663,144.9506055,-37.8008069,144.9735614,3699.0,2018-03-22,03:20:15,916.2,3:35:31,17.9
73,ID3151266085,1.0,7,8,-37.8618349,144.90571599999998,-37.8158343,145.04645,15151.0,2018-05-08,15:31:22,4911.5999999999985,16:53:13,30.172289857898022
74,ID1599802405,0.0,2,3,-37.816865,144.9289353,-37.8113935,145.00149140000002,7927.0,2018-03-15,05:49:00,2018.4600000000007,6:22:38,14.134391532003526
75,ID3182060185,1.0,8,1,-37.807202000000004,145.0266373,-37.8121189,144.97387719999998,5605.0,2018-06-08,05:07:58,1347.5999999999995,5:30:25,19.63331302374189
76,ID1683979669,0.0,2,6,-37.8137302,144.94094760000002,-37.773845,144.9836895,6768.0,2018-06-12,23:39:19,1538.7000000000005,0:04:57,13.513324742471546
77,ID5944941915,2.0,8,1,-37.8158343,145.04645,-37.8198279,144.9651369,7854.0,2018-01-04,14:35:35,2322.479999999999,15:14:17,228.34
78,ID1599292537,0.0,2,1,-37.8153198,144.9365331,-37.8056609,144.97146940000002,3464.0,2018-02-14,09:58:13,847.3200000000003,10:12:20,4.14266547770451
79,ID3762442104,1.0,2,3,-37.8117394,144.9361524,-37.817630799999996,144.9811833,5229.0,2018-02-16,04:08:14,1228.6800000000005,4:28:42,20.48
